"x1" "x2"
"510" 0 0
"511" 0 0
"512" 0 0
"513" 0 0
"514" 0 0
"515" 1 0
"516" 0 0
"517" 0 0
"518" 0 0
"519" 0 0
"520" 0 1
"521" 1 0
"522" 0 1
"523" 0 1
"524" 0 0
"525" 1 0
"526" 0 0
"527" 0 0
"528" 0 1
"529" 0 0
"530" 0 0
"531" 0 0
"532" 0 1
"533" 0 0
"534" 1 0
"535" 0 0
"536" 0 1
"537" 0 0
"538" 0 0
"539" 0 0
"540" 0 1
"541" 0 1
"542" 0 0
"543" 1 0
"544" 0 0
"545" 0 0
"546" 0 0
"547" 0 1
"548" 0 0
"549" 1 0
"550" 0 0
"551" 0 0
"552" 0 1
"553" 0 0
"554" 0 0
"555" 0 0
"556" 1 0
"557" 1 0
"558" 0 0
"559" 0 0
"560" 0 0
"561" 0 0
"562" 1 0
"563" 1 0
"564" 1 0
"565" 0 0
"566" 1 0
"567" 0 1
"568" 0 0
"569" 0 0
"570" 0 1
"571" 0 0
"572" 0 0
"573" 1 1
"574" 0 0
"575" 1 0
"576" 0 0
"577" 0 0
"578" 1 1
"579" 0 1
"580" 0 0
"581" 0 0
"582" 0 0
"583" 0 0
"584" 0 1
"585" 0 0
"586" 0 0
"587" 0 0
"588" 0 0
"589" 0 0
"590" 0 0
"591" 0 0
"592" 0 0
"593" 0 0
"594" 1 1
"595" 1 0
"596" 0 0
"597" 0 0
"598" 0 0
"599" 0 1
"600" 0 0
"601" 0 1
"602" 0 0
"603" 1 0
"604" 0 1
"605" 0 0
"606" 1 0
"607" 0 1
"608" 0 0
"609" 1 0
"610" 0 1
"611" 0 0
"612" 0 0
"613" 1 0
"614" 1 0
"615" 1 0
"616" 0 0
"617" 0 0
"618" 1 0
"619" 0 0
"620" 0 0
"621" 0 0
"622" 0 1
"623" 1 0
"624" 0 0
"625" 0 1
"626" 0 0
"627" 0 1
"628" 1 0
"629" 0 0
"630" 0 0
"631" 0 1
"632" 1 0
"633" 0 0
"634" 0 0
"635" 0 0
"636" 0 0
"637" 0 0
"638" 0 0
"639" 0 0
"640" 1 0
"641" 0 1
"642" 0 0
"643" 0 0
"644" 0 0
"645" 0 0
"646" 0 1
"647" 0 0
"648" 0 0
"649" 0 1
"650" 0 0
"651" 1 0
"652" 0 1
"653" 0 0
"654" 1 0
"655" 1 1
"656" 0 1
"657" 0 0
"658" 1 1
"659" 0 0
"660" 1 0
"661" 0 0
"662" 0 1
"663" 1 0
"664" 1 1
"665" 0 0
"666" 0 0
"667" 0 0
"668" 0 1
"669" 0 0
"670" 1 0
"671" 1 0
"672" 1 0
"673" 0 0
"674" 0 1
"675" 0 0
"676" 0 1
"677" 1 1
"678" 1 0
"679" 1 0
"680" 1 0
"681" 0 0
"682" 1 0
"683" 1 0
"684" 0 0
"685" 1 1
"686" 0 0
"687" 0 0
"688" 0 1
"689" 0 0
"690" 0 0
"691" 0 0
"692" 1 1
"693" 0 0
"694" 1 0
"695" 0 0
"696" 1 0
"697" 1 1
"698" 0 0
"699" 0 0
"700" 0 0
"701" 0 0
"702" 0 1
"703" 0 1
"704" 0 0
"705" 0 0
"706" 0 0
"707" 0 0
"708" 0 0
"709" 0 1
"710" 0 0
"711" 1 0
"712" 1 0
"713" 0 0
"714" 0 1
"715" 0 0
"716" 0 0
"717" 0 0
"718" 0 0
"719" 0 0
"720" 0 0
"721" 0 0
"722" 0 0
"723" 1 0
"724" 0 1
"725" 1 0
"726" 1 1
"727" 1 1
"728" 0 0
"729" 1 0
"730" 0 1
"731" 1 1
"732" 0 0
"733" 0 0
"734" 1 1
"735" 0 0
"736" 0 0
"737" 1 0
"738" 0 0
"739" 1 0
"740" 1 0
"741" 1 0
"742" 1 0
"743" 0 0
"744" 0 1
"745" 0 0
"746" 0 1
"747" 0 1
"748" 1 0
"749" 0 0
"750" 0 1
"751" 0 1
"752" 1 1
"753" 0 1
"754" 0 1
"755" 1 0
"756" 0 0
"757" 0 0
"758" 0 0
"759" 0 1
"760" 0 0
"761" 0 0
"762" 0 0
"763" 0 0
"764" 1 0
"765" 0 0
"766" 1 0
"767" 1 0
"768" 0 0
"769" 1 0
"770" 0 1
"771" 1 0
"772" 1 0
"773" 0 0
"774" 0 0
"775" 0 0
"776" 0 1
"777" 0 1
"778" 0 1
"779" 0 0
"780" 0 0
"781" 1 0
"782" 1 0
"783" 1 0
"784" 0 0
"785" 1 0
"786" 1 1
"787" 0 0
"788" 0 0
"789" 0 0
"790" 1 0
"791" 0 0
"792" 1 0
"793" 0 0
"794" 1 0
"795" 0 1
"796" 1 0
"797" 0 0
"798" 1 0
"799" 0 0
"800" 0 0
"801" 1 0
"802" 1 1
"803" 0 1
"804" 1 0
"805" 1 0
"806" 1 0
"807" 1 0
"808" 0 0
"809" 1 0
"810" 0 0
"811" 0 0
"812" 0 0
"813" 0 1
"814" 1 0
"815" 1 1
"816" 1 1
"817" 0 1
"818" 0 0
"819" 0 0
"820" 0 0
"821" 0 0
"822" 0 0
"823" 0 0
"824" 0 0
"825" 1 0
"826" 1 0
"827" 0 0
"828" 0 0
"829" 0 0
"830" 1 1
"831" 1 0
"832" 1 0
"833" 1 0
"834" 0 0
"835" 1 0
"836" 0 0
"837" 0 1
"838" 0 0
"839" 0 0
"840" 1 0
"841" 0 0
"842" 1 0
"843" 1 0
"844" 0 0
"845" 1 1
"846" 1 0
"847" 0 0
"848" 0 0
"849" 0 1
"850" 0 0
"851" 1 0
"852" 0 0
"853" 0 0
"854" 1 0
"855" 0 0
"856" 0 0
"857" 0 0
"858" 1 0
"859" 0 0
"860" 0 0
"861" 0 0
"862" 1 1
"863" 0 0
"864" 0 0
"865" 1 0
"866" 0 0
"867" 0 0
"868" 0 1
"869" 0 0
"870" 0 0
"871" 0 0
"872" 0 1
"873" 1 0
"874" 0 0
"875" 0 0
"876" 0 0
"877" 0 1
"878" 0 0
"879" 0 1
"880" 0 1
"881" 1 0
"882" 0 0
"883" 0 0
"884" 0 0
"885" 0 0
"886" 0 1
"887" 0 0
"888" 0 0
"889" 1 0
"890" 0 1
"891" 0 1
"892" 0 0
"893" 0 0
"894" 0 1
"895" 0 0
"896" 0 0
"897" 0 0
"898" 1 0
"899" 0 0
"900" 0 0
"901" 1 0
"902" 1 0
"903" 1 0
"904" 0 0
"905" 0 0
"906" 1 0
"907" 0 0
"908" 0 0
"909" 1 1
"910" 0 0
"911" 0 0
"912" 1 0
"913" 1 0
"914" 0 0
"915" 0 0
"916" 0 0
"917" 0 0
"918" 0 0
"919" 1 0
"920" 1 1
"921" 0 1
"922" 0 0
"923" 1 0
"924" 1 0
"925" 0 0
"926" 0 0
"927" 1 1
"928" 0 0
"929" 1 0
"930" 0 0
"931" 0 0
"932" 0 0
"933" 0 0
"934" 0 1
"935" 1 0
"936" 0 0
"937" 0 0
"938" 0 0
"939" 0 0
"940" 0 0
"941" 0 0
"942" 1 1
"943" 0 0
"944" 0 0
"945" 0 0
"946" 0 0
"947" 0 0
"948" 0 0
"949" 0 1
"950" 1 0
"951" 0 0
"952" 0 0
"953" 1 0
"954" 0 0
"955" 1 0
"956" 0 1
"957" 1 0
"958" 1 0
"959" 0 0
"960" 0 0
"961" 0 0
"962" 0 0
"963" 0 0
"964" 0 0
"965" 0 0
"966" 0 0
"967" 1 0
"968" 0 0
"969" 0 0
"970" 0 1
"971" 0 0
"972" 0 1
"973" 0 0
"974" 0 0
"975" 0 0
"976" 0 0
"977" 0 0
"978" 0 0
"979" 1 0
"980" 0 0
"981" 0 0
"982" 1 0
"983" 0 0
"984" 0 0
"985" 0 0
"986" 0 1
"987" 0 0
"988" 1 0
"989" 0 1
"990" 0 0
"991" 1 0
"992" 1 0
"993" 0 0
"994" 0 0
"995" 0 0
"996" 1 0
"997" 1 0
"998" 1 0
"999" 0 0
"1000" 0 0
"1001" 1 0
"1002" 1 0
"1003" 0 0
"1004" 0 0
"1005" 0 0
"1006" 0 0
"1007" 1 0
"1008" 0 1
"1009" 1 0
"1010" 0 0
"1011" 0 0
"1012" 0 1
"1013" 0 0
"1014" 1 1
"1015" 1 0
"1016" 0 1
"1017" 0 0
"1018" 0 0
"1019" 0 1
"1020" 0 0
"1021" 0 0
"1022" 0 0
"1023" 0 0
"1024" 1 0
"1025" 0 0
"1026" 0 0
"1027" 0 0
"1028" 0 1
"1029" 0 0
"1030" 0 1
"1031" 0 0
"1032" 0 0
"1033" 0 0
"1034" 0 1
"1035" 1 0
"1036" 0 0
"1037" 0 0
"1038" 0 0
"1039" 1 0
"1040" 0 0
"1041" 0 1
"1042" 0 0
"1043" 1 0
"1044" 0 0
"1045" 1 0
"1046" 1 0
"1047" 1 0
"1048" 0 0
"1049" 1 1
"1050" 0 0
"1051" 0 0
"1052" 1 1
"1053" 1 0
"1054" 0 0
"1055" 0 0
"1056" 1 0
"1057" 0 0
"1058" 0 0
"1059" 0 0
"1060" 0 0
"1061" 1 0
"1062" 0 0
"1063" 1 0
"1064" 0 0
"1065" 0 0
"1066" 1 0
"1067" 1 1
"1068" 1 0
"1069" 1 1
"1070" 0 0
"1071" 0 0
"1072" 0 1
"1073" 0 0
"1074" 0 0
"1075" 0 0
"1076" 0 0
"1077" 0 0
"1078" 0 0
"1079" 0 1
"1080" 1 0
"1081" 0 0
"1082" 1 0
"1083" 0 0
"1084" 0 0
"1085" 0 1
"1086" 0 0
"1087" 0 0
"1088" 0 0
"1089" 1 0
"1090" 1 0
"1091" 0 0
"1092" 0 1
"1093" 0 0
"1094" 0 0
"1095" 0 1
"1096" 0 0
"1097" 1 1
"1098" 1 1
"1099" 1 0
"1100" 0 0
"1101" 1 0
"1102" 0 0
"1103" 0 0
"1104" 0 0
"1105" 0 0
"1106" 0 0
"1107" 0 0
"1108" 0 0
"1109" 0 0
"1110" 0 0
"1111" 0 1
"1112" 0 1
"1113" 0 0
"1114" 0 0
"1115" 0 0
"1116" 0 1
"1117" 0 0
"1118" 1 0
"1119" 1 0
"1120" 0 0
"1121" 0 0
"1122" 0 0
"1123" 0 0
"1124" 0 0
"1125" 0 0
"1126" 1 0
"1127" 1 0
"1128" 0 0
"1129" 0 0
"1130" 0 0
"1131" 1 0
"1132" 0 1
"1133" 1 0
"1134" 0 0
"1135" 0 0
"1136" 1 0
"1137" 0 0
"1138" 1 1
"1139" 0 0
"1140" 0 0
"1141" 0 0
"1142" 0 0
"1143" 0 0
"1144" 0 0
"1145" 0 0
"1146" 0 0
"1147" 0 0
"1148" 1 0
"1149" 0 0
"1150" 0 1
"1151" 1 1
"1152" 0 0
"1153" 0 0
"1154" 0 0
"1155" 1 1
"1156" 0 1
"1157" 0 0
"1158" 1 1
"1159" 1 0
"1160" 0 0
"1161" 1 0
"1162" 1 0
"1163" 0 0
"1164" 0 0
"1165" 0 1
"1166" 0 0
"1167" 0 0
"1168" 1 0
"1169" 1 1
"1170" 1 0
"1171" 0 0
"1172" 1 0
"1173" 0 0
"1174" 0 1
"1175" 0 0
"1176" 1 0
"1177" 1 0
"1178" 1 0
"1179" 0 1
"1180" 0 0
"1181" 0 0
"1182" 0 0
"1183" 0 0
"1184" 0 0
"1185" 1 0
"1186" 0 0
"1187" 1 0
"1188" 0 0
"1189" 0 0
"1190" 1 1
"1191" 1 0
"1192" 1 0
"1193" 0 0
"1194" 0 0
"1195" 1 0
"1196" 0 0
"1197" 0 0
"1198" 0 0
"1199" 0 0
"1200" 1 0
"1201" 0 0
"1202" 1 0
"1203" 0 0
"1204" 0 0
"1205" 0 0
"1206" 0 0
"1207" 1 0
"1208" 0 0
"1209" 0 0
"1210" 0 0
"1211" 1 0
"1212" 0 1
"1213" 0 1
"1214" 0 0
"1215" 0 0
"1216" 0 0
"1217" 0 1
"1218" 1 1
"1219" 1 0
"1220" 0 0
"1221" 1 0
"1222" 0 0
"1223" 1 0
"1224" 0 0
"1225" 0 0
"1226" 1 0
"1227" 0 1
"1228" 1 0
"1229" 1 0
"1230" 1 1
"1231" 0 1
"1232" 1 0
"1233" 0 0
"1234" 0 0
"1235" 0 0
"1236" 1 0
"1237" 0 0
"1238" 0 0
"1239" 1 0
"1240" 0 1
"1241" 1 0
"1242" 0 0
"1243" 0 0
"1244" 0 1
"1245" 0 0
"1246" 0 0
"1247" 0 0
"1248" 0 1
"1249" 0 0
"1250" 0 0
"1251" 0 0
"1252" 0 0
"1253" 0 0
"1254" 0 0
"1255" 0 1
"1256" 0 0
"1257" 0 1
"1258" 0 0
"1259" 0 0
"1260" 1 0
"1261" 1 0
"1262" 0 1
"1263" 1 0
"1264" 0 0
"1265" 0 0
"1266" 0 0
"1267" 0 1
"1268" 0 0
"1269" 1 0
"1270" 1 0
"1271" 0 0
"1272" 0 0
"1273" 0 0
"1274" 0 0
"1275" 0 0
"1276" 0 0
"1277" 1 0
"1278" 0 1
"1279" 1 0
"1280" 0 0
"1281" 0 0
"1282" 0 0
"1283" 1 0
"1284" 1 0
"1285" 1 0
"1286" 0 1
"1287" 0 0
"1288" 0 0
"1289" 0 0
"1290" 1 0
"1291" 0 0
"1292" 1 0
"1293" 1 1
"1294" 1 0
"1295" 1 0
"1296" 0 1
"1297" 0 0
"1298" 0 0
"1299" 0 0
"1300" 0 1
"1301" 0 0
"1302" 0 0
"1303" 1 1
"1304" 1 1
"1305" 0 0
"1306" 0 0
"1307" 0 0
"1308" 0 0
"1309" 0 1
"1310" 0 1
"1311" 0 1
"1312" 0 1
"1313" 0 0
"1314" 1 0
"1315" 0 0
"1316" 1 0
"1317" 0 0
"1318" 0 0
"1319" 0 0
"1320" 0 0
"1321" 0 0
"1322" 1 0
"1323" 0 0
"1324" 0 0
"1325" 0 0
"1326" 0 0
"1327" 0 0
"1328" 0 0
"1329" 0 0
"1330" 1 1
"1331" 1 0
"1332" 0 0
"1333" 0 0
"1334" 0 0
"1335" 0 1
"1336" 0 0
"1337" 1 0
"1338" 0 1
"1339" 1 0
"1340" 0 0
"1341" 0 0
"1342" 1 0
"1343" 0 0
"1344" 0 0
"1345" 1 1
"1346" 0 0
"1347" 0 0
"1348" 0 1
"1349" 0 0
"1350" 1 0
"1351" 1 1
"1352" 0 1
"1353" 0 0
"1354" 1 0
"1355" 0 0
"1356" 1 0
"1357" 0 0
"1358" 1 0
"1359" 1 0
"1360" 0 0
"1361" 0 0
"1362" 0 1
"1363" 0 1
"1364" 0 1
"1365" 1 1
"1366" 1 1
"1367" 0 0
"1368" 0 0
"1369" 1 0
"1370" 0 0
"1371" 1 1
"1372" 0 1
"1373" 0 0
"1374" 0 0
"1375" 0 1
"1376" 0 0
"1377" 0 0
"1378" 0 1
"1379" 1 0
"1380" 0 0
"1381" 0 0
"1382" 0 0
"1383" 1 0
"1384" 0 0
"1385" 0 0
"1386" 0 0
"1387" 0 0
"1388" 0 0
"1389" 1 0
"1390" 1 0
"1391" 0 0
"1392" 0 0
"1393" 0 0
"1394" 0 0
"1395" 0 0
"1396" 1 0
"1397" 0 0
"1398" 0 0
"1399" 0 1
"1400" 1 0
"1401" 1 0
"1402" 0 0
"1403" 0 0
"1404" 0 1
"1405" 0 0
"1406" 0 0
"1407" 0 1
"1408" 1 1
"1409" 0 0
"1410" 1 0
"1411" 0 0
"1412" 1 0
"1413" 0 1
"1414" 1 0
"1415" 0 0
"1416" 0 0
"1417" 0 0
"1418" 1 0
"1419" 1 0
"1420" 1 1
"1421" 0 0
"1422" 1 0
"1423" 0 0
"1424" 0 1
"1425" 1 0
"1426" 1 1
"1427" 0 0
"1428" 0 0
"1429" 0 0
"1430" 1 0
"1431" 0 0
"1432" 1 0
"1433" 0 0
"1434" 1 0
"1435" 0 0
"1436" 0 0
"1437" 0 0
"1438" 1 1
"1439" 0 1
"1440" 1 0
"1441" 0 0
"1442" 0 1
"1443" 0 0
"1444" 0 0
"1445" 0 1
"1446" 1 1
"1447" 0 0
"1448" 0 0
"1449" 0 0
"1450" 0 0
"1451" 0 0
"1452" 0 0
"1453" 1 0
"1454" 0 0
"1455" 0 0
"1456" 0 0
"1457" 0 0
"1458" 0 0
"1459" 1 0
"1460" 0 0
"1461" 0 0
"1462" 0 0
"1463" 0 1
"1464" 1 0
"1465" 0 0
"1466" 0 0
"1467" 1 1
"1468" 0 0
"1469" 0 1
"1470" 0 0
"1471" 1 0
"1472" 1 0
"1473" 0 1
"1474" 0 0
"1475" 0 1
"1476" 0 0
"1477" 1 0
"1478" 0 0
"1479" 1 0
"1480" 1 0
"1481" 0 0
"1482" 1 0
"1483" 1 0
"1484" 0 0
"1485" 0 0
"1486" 0 1
"1487" 0 0
"1488" 0 0
"1489" 1 0
"1490" 0 0
"1491" 1 0
"1492" 0 0
"1493" 0 1
"1494" 0 0
"1495" 0 0
"1496" 1 0
"1497" 0 0
"1498" 0 0
"1499" 0 1
"1500" 0 0
"1501" 0 0
"1502" 1 0
"1503" 1 1
"1504" 1 0
"1505" 1 1
"1506" 0 0
"1507" 0 0
"1508" 0 0
"1509" 1 0
"1510" 0 0
"1511" 0 0
"1512" 1 0
"1513" 0 1
"1514" 0 0
"1515" 1 0
"1516" 0 0
"1517" 0 0
"1518" 1 0
"1519" 0 1
"1520" 0 0
"1521" 0 1
"1522" 0 0
"1523" 1 0
"1524" 1 0
"1525" 0 1
"1526" 0 0
"1527" 0 0
"1528" 1 0
"1529" 0 0
"1530" 0 0
"1531" 0 0
"1532" 0 0
"1533" 0 1
"1534" 0 0
"1535" 1 0
"1536" 0 0
"1537" 0 1
"1538" 1 0
"1539" 0 1
"1540" 0 1
"1541" 0 0
"1542" 0 1
"1543" 0 0
"1544" 0 0
"1545" 0 0
"1546" 0 0
"1547" 0 0
"1548" 0 0
"1549" 0 0
"1550" 0 1
"1551" 1 0
"1552" 1 0
"1553" 0 0
"1554" 0 0
"1555" 1 0
"1556" 0 1
"1557" 1 0
"1558" 0 0
"1559" 1 1
"1560" 1 0
"1561" 0 1
"1562" 0 0
"1563" 0 0
"1564" 0 0
"1565" 1 0
"1566" 1 0
"1567" 0 0
"1568" 0 0
"1569" 0 0
"1570" 0 1
"1571" 0 0
"1572" 0 0
"1573" 0 0
"1574" 0 0
"1575" 0 0
"1576" 0 0
"1577" 0 1
"1578" 0 1
"1579" 1 1
"1580" 1 0
"1581" 1 1
"1582" 0 0
"1583" 1 0
"1584" 1 1
"1585" 0 0
"1586" 0 0
"1587" 0 0
"1588" 0 0
"1589" 0 0
"1590" 0 0
"1591" 0 0
"1592" 1 0
"1593" 0 1
"1594" 1 0
"1595" 0 0
"1596" 0 0
"1597" 0 0
"1598" 0 1
"1599" 1 0
"1600" 1 0
"1601" 0 1
"1602" 1 0
"1603" 0 0
"1604" 1 0
"1605" 1 0
"1606" 0 0
"1607" 0 0
"1608" 0 1
"1609" 0 1
"1610" 1 0
"1611" 0 0
"1612" 0 0
"1613" 0 1
"1614" 0 0
"1615" 0 0
"1616" 0 0
"1617" 0 1
"1618" 1 0
"1619" 0 1
"1620" 0 0
"1621" 0 0
"1622" 1 0
"1623" 0 0
"1624" 1 0
"1625" 0 0
"1626" 1 0
"1627" 0 0
"1628" 1 0
"1629" 0 0
"1630" 1 0
"1631" 1 0
"1632" 1 0
"1633" 0 0
"1634" 1 0
"1635" 1 0
"1636" 0 0
"1637" 0 0
"1638" 0 1
"1639" 1 0
"1640" 1 0
"1641" 0 0
"1642" 0 0
"1643" 1 0
"1644" 0 0
"1645" 0 0
"1646" 0 0
"1647" 0 0
"1648" 0 0
"1649" 0 0
"1650" 0 0
"1651" 0 0
"1652" 1 0
"1653" 1 0
"1654" 1 0
"1655" 1 0
"1656" 0 0
"1657" 0 1
"1658" 0 0
"1659" 1 0
"1660" 1 0
"1661" 0 1
"1662" 1 0
"1663" 1 1
"1664" 0 1
